Group,Author,uTime,Normal Time,HH:MM:SS,Text,Permalink,Likes
zoommemes,Prabhmeet Singh,1592164596,2020-06-14 19:56:36 PDT-0700,19:56:36,It took me 3 days to get through 20 pages send help,,12000
zoommemes,Ali Hafsa,1593106885,2020-06-25 17:41:25 PDT-0700,17:41:25,Alone with my thoughts in quarantine got me like this...,,7500
zoommemes,The Connoisseur,1588662972,2020-05-05 07:16:12 PDT-0700,07:16:12,Man I should study My brain,,6700
zoommemes,Iti Dargar,1593315289,2020-06-28 03:34:49 PDT-0700,03:34:49,As requested<comma> I put some bangers in a playlist on spotify httpsopen.spotify.complaylist4ZJ10hUKcwmCixcwmt9Vtl Also check on my debut track<comma> 1st on the playlist... See More,https://www.facebook.com/groups/zoommemes/permalink/358510438505101/,184
zoommemes,Syeda Zareen Rafa,1593106386,2020-06-25 17:33:06 PDT-0700,17:33:06,,,5100
zoommemes,Elysa Caso-McHugh,1591759926,2020-06-10 03:32:06 PDT-0700,03:32:06,PIZZA ROLLS,,4200
zoommemes,Tash Rahaman,1593023266,2020-06-24 18:27:46 PDT-0700,18:27:46,I think the pandemic ends me first ,,814
zoommemes,Elliott Lehrer,1591926873,2020-06-12 01:54:33 PDT-0700,01:54:33,,,9700
zoommemes,Juliette Seremak,1585508834,2020-03-29 19:07:14 PDT-0700,19:07:14,,,1600
zoommemes,Hari Tarlapally,1592496145,2020-06-18 16:02:25 PDT-0700,16:02:25,Who has the best sense of humor ,,17000
zoommemes,Julie Huang,1593107764,2020-06-25 17:56:04 PDT-0700,17:56:04,This is why college should be free ,,1400
zoommemes,Muzzammil Shaikh,1593022450,2020-06-24 18:14:10 PDT-0700,18:14:10,High school vs College,,934
zoommemes,Barked,1591917693,2020-06-11 23:21:33 PDT-0700,23:21:33,Edit There is now a virtual gallery Check out  MuseumOfExes on Instagram  Hi<comma> Im drawing peoples exes to support BLM. If you donate to basically any charityfundraiser that aligns with the movement and send me the receipt and a photo of your ex<comma> I will make them look like this . Believe me<comma> Im a TERRIBLE artist. This has been great. DMs are open. Also<comma> drop any links below if you have one in mind for people to donate to This isnt just a trend<comma> and we cant let the dust settle.,,5400
zoommemes,Jashley Nicole,1593042995,2020-06-24 23:56:35 PDT-0700,23:56:35,Quarantine... not even once,,230
zoommemes,Andrew Chen,1586404002,2020-04-09 03:46:42 PDT-0700,03:46:42,,,21000
zoommemes,Rachel Roday,1588731148,2020-05-06 02:12:28 PDT-0700,02:12:28,Repost Subtle Average Asians 2 can play at that game  also ive been making so many memes i cant,,746
zoommemes,Milan Hauer,1592554595,2020-06-19 08:16:35 PDT-0700,08:16:35,Always that one kid...,,6700
zoommemes,Amy Stromsdorfer,1593022050,2020-06-24 18:07:30 PDT-0700,18:07:30,,,309
zoommemes,Sapna Bhakta,1592647636,2020-06-20 10:07:16 PDT-0700,10:07:16,,,13000
zoommemes,Joty Rashid,1592647276,2020-06-20 10:01:16 PDT-0700,10:01:16,Its a vicious cycle,,6600
zoommemes,Lawrence Jun Fung,1592928635,2020-06-23 16:10:35 PDT-0700,16:10:35,Love Tonton Friends 3,,517
zoommemes,The Idealist,1590603557,2020-05-27 18:19:17 PDT-0700,18:19:17,,,24000
zoommemes,Fiona Tran,1592699962,2020-06-21 00:39:22 PDT-0700,00:39:22,,,8700
zoommemes,Ezana Lemma,1593042925,2020-06-24 23:55:25 PDT-0700,23:55:25,,,999
zoommemes,Andrew Feder,1592867678,2020-06-22 23:14:38 PDT-0700,23:14:38,Issa mood,,1100
zoommemes,Amanda McCawley,1592525699,2020-06-19 00:14:59 PDT-0700,00:14:59,,,10000
zoommemes,Aqsa Noor,1591677086,2020-06-09 04:31:26 PDT-0700,04:31:26,For all of you depressed and restless,,10000
zoommemes,Lazy Potato,1593208463,2020-06-26 21:54:23 PDT-0700,21:54:23,If 2020 was summed up in one picture,,376
zoommemes,Peter Yu,1592522640,2020-06-18 23:24:00 PDT-0700,23:24:00,,,2400
zoommemes,Aimi Noguchi,1586279936,2020-04-07 17:18:56 PDT-0700,17:18:56,My laptop when I have both Google Chrome AND Zoom open,,22000
zoommemes,Cameron Vega,1592699957,2020-06-21 00:39:17 PDT-0700,00:39:17,Hey everyone<comma> my friend and I built Set with Friends httpssetwithfriends.com  a frictionless web app that lets you play the game Set with friends in realtime. You can join public games in the lobby or create a new game and invite friends by simply sharing a link. The game works smoothly on screens of any size so you can play whenever and wherever . Wed love for you to check it out and would appreciate any feedback,,2300
zoommemes,Samhita Katteri,1593146234,2020-06-26 04:37:14 PDT-0700,04:37:14,so to all the lil indie kids,,220
zoommemes,Randy Gagnon,1593042728,2020-06-24 23:52:08 PDT-0700,23:52:08,,,387
zoommemes,The Dirtbag Diaries,1592509059,2020-06-18 19:37:39 PDT-0700,19:37:39,Hi everyone My friend and I built Codewords  an online version of the board game Codenames httpcodewordsgame.com Wed love for you to check out our take on it For those of you not familiar<comma> Codewords  Codenames is a teambased word game that can get pretty intense and is very fun to play over video chat. We wanted to share it with all of you now that weve completed all of our planned features and wed love for you guys to try it out Let us know what you think and feel free to send any suggestions our way,,3500
zoommemes,Nathan Gendich,1592867742,2020-06-22 23:15:42 PDT-0700,23:15:42,,,9300
zoommemes,Amber Biscevic,1584592243,2020-03-19 04:30:43 PDT-0700,04:30:43,Wait... if I Zoom my Kpop posters will be in the background...,,896
zoommemes,Maya Adriana,1592554815,2020-06-19 08:20:15 PDT-0700,08:20:15,Quarantine messes up your sleeping schedule...,,5800
zoommemes,Sanjana Muthukrishnan,1592647352,2020-06-20 10:02:32 PDT-0700,10:02:32,Dared my friend Aniqa to write this email to her instructors. The responses had us dyinggg,,3900
zoommemes,Ariana Kidd,1592798277,2020-06-22 03:57:57 PDT-0700,03:57:57,No reduced tuition fees at Zoom University ,,4600
zoommemes,Break,1592370463,2020-06-17 05:07:43 PDT-0700,05:07:43,A swanky multiplayer game for your zoom calls,https://www.facebook.com/groups/zoommemes/?sorting_setting=TOP_POSTS#,2700
zoommemes,Maluv Daavvee,1592867483,2020-06-22 23:11:23 PDT-0700,23:11:23,Who else remembers these from biology class,,4100
zoommemes,Jate Vardhanabhuti,1593106567,2020-06-25 17:36:07 PDT-0700,17:36:07,,,45
zoommemes,Mariam Amer,1592928712,2020-06-23 16:11:52 PDT-0700,16:11:52,Stay safe kids,,4300
zoommemes,Dora Woodruff,1593106956,2020-06-25 17:42:36 PDT-0700,17:42:36,no guys fr<comma> i swear this meme has to do with corona,,90
zoommemes,Jeffrey Wang,1593107476,2020-06-25 17:51:16 PDT-0700,17:51:16,,,125
zoommemes,Eddie Cai,1592563698,2020-06-19 10:48:18 PDT-0700,10:48:18,Online classes one of the few places where you can get negative points on the only free part of the test yes this is real and no I didnt cheat lol Edit long story short our course had a policy of taking exponential points off your score every minute you submitted late and I shot myself in the foot by sending it three minutes late,,132
zoommemes,Arsh Gupta,1592370596,2020-06-17 05:09:56 PDT-0700,05:09:56,everyone coming out of quarantine as a pastry chef,,8400
zoommemes,Love of Marvel - India,1592522696,2020-06-18 23:24:56 PDT-0700,23:24:56,tried to escape the reality of quarantine life but duolingo had other ideas ,,1300
zoommemes,Julie Huang,1591763666,2020-06-10 04:34:26 PDT-0700,04:34:26,,,12000
zoommemes,Arsh Gupta,1592279465,2020-06-16 03:51:05 PDT-0700,03:51:05,Is this how my TA feels when they read my paper I submitted at 3 am,,10000
zoommemes,Rahul Relekar,1586380084,2020-04-08 21:08:04 PDT-0700,21:08:04,Inspired by the Vanderbilt Melodores<comma> here is some more quarantine acapella  We are Music Dynasty from Johns Hopkins ,,5500
zoommemes,Johanan Sowah,1593107488,2020-06-25 17:51:28 PDT-0700,17:51:28,When Zoom office hours are even more awkward than in person...,,156
zoommemes,Samuel Bitzer,1592845756,2020-06-22 17:09:16 PDT-0700,17:09:16,in person graduation cancelled internships cancelling jobs moving to remote work not accepting new workers running out of hair to dye and bangs to cut still dont know how to make a decent meal ... See More,https://www.facebook.com/groups/zoommemes/permalink/307413113614834/,3700
zoommemes,Raksha Kannan,1592279370,2020-06-16 03:49:30 PDT-0700,03:49:30,How you respond to receiving a funny meme alignment chart,,5800
zoommemes,Stella Sokolowski,1593288067,2020-06-27 20:01:07 PDT-0700,20:01:07,Threehour walk to raise 2<comma>000 and combat COVID19 DONATE HERE httpswww.facebook.comdonate2540914906220680 Today<comma> from 47pm EST<comma> we are raising money for Shrimad Rajchandra Love and Care SRLC. Shrimad Rajchandra was Gandhis inspiration for peaceful<comma> nonviolent protest. During the COVID pandemic<comma> SRLC has already donated 2.1 million masks globally<comma> served 2 million meals to those in need<comma> and provided 7<comma>600 PPE kits. SRLC is 100 volunteerrun 97 of funds go str... See More,https://www.facebook.com/groups/zoommemes/permalink/358272268528918/,113
zoommemes,Rick Mikelsen,1592845736,2020-06-22 17:08:56 PDT-0700,17:08:56,e I submitted this post like 2 months ago lol,,80
zoommemes,Brendan Goldberg,1593107856,2020-06-25 17:57:36 PDT-0700,17:57:36,Just two more weeks of coronaclasses this semester,,14
zoommemes,Raksha Kannan,1592421394,2020-06-17 19:16:34 PDT-0700,19:16:34,,,5200
zoommemes,Joseph Lin,1592244370,2020-06-15 18:06:10 PDT-0700,18:06:10,,,6100
zoommemes,Amelia Angelina,1592647369,2020-06-20 10:02:49 PDT-0700,10:02:49,,,868
zoommemes,Student Life,1592554506,2020-06-19 08:15:06 PDT-0700,08:15:06,,,5700
zoommemes,Jesse Uwu,1592509015,2020-06-18 19:36:55 PDT-0700,19:36:55,,,2700
zoommemes,Jacquelyn O'Brien,1592555042,2020-06-19 08:24:02 PDT-0700,08:24:02,Cries in 2020,,602
zoommemes,Mallari Collums,1593015935,2020-06-24 16:25:35 PDT-0700,16:25:35,Here for a good nights sTROLL,,461
zoommemes,Sophie Cheng,1587694937,2020-04-24 02:22:17 PDT-0700,02:22:17,awkward silence,,7500
zoommemes,Ali Hamdan,1592765749,2020-06-21 18:55:49 PDT-0700,18:55:49,,,3000
zoommemes,Shawn Koo,1591917991,2020-06-11 23:26:31 PDT-0700,23:26:31,I can hear Cardi B,,12000
zoommemes,Sarah Drake,1591039163,2020-06-01 19:19:23 PDT-0700,19:19:23,Feeling attacked at how accurate this is,,236
zoommemes,Sarah Wells-Moran,1592647326,2020-06-20 10:02:06 PDT-0700,10:02:06,When the birds start chirping I know its time to sleep Hehe IG lunasolstice,,2200
zoommemes,Steven Tack,1584503569,2020-03-18 03:52:49 PDT-0700,03:52:49,miss my college friends across the country<comma> miss my high school friends who I cant see because theyre in quarantine...,,11000
zoommemes,Cindy Quach,1592595606,2020-06-19 19:40:06 PDT-0700,19:40:06,,,734
zoommemes,Venus Triplitt-Bubbles,1592993962,2020-06-24 10:19:22 PDT-0700,10:19:22,,,1600
zoommemes,Rick Mikelsen,1593107452,2020-06-25 17:50:52 PDT-0700,17:50:52,I feel attacked,,366
zoommemes,Ernesto González,1593106855,2020-06-25 17:40:55 PDT-0700,17:40:55,outstanding move sir,,406
zoommemes,Amelia Angelina,1593106711,2020-06-25 17:38:31 PDT-0700,17:38:31,,,285
zoommemes,Memes,1593108020,2020-06-25 18:00:20 PDT-0700,18:00:20,Thanks for coming to my TED Talk,,3800
zoommemes,Rachel Wang,1592201855,2020-06-15 06:17:35 PDT-0700,06:17:35,lmaooo,,6600
zoommemes,Tonton Friends,1590958602,2020-05-31 20:56:42 PDT-0700,20:56:42,What is a 5word phrase you could say to get your entire Zoom class to be silent ,,203
zoommemes,Madison Harpham,1592122955,2020-06-14 08:22:35 PDT-0700,08:22:35,,,4800
zoommemes,Jeff Liu,1592096932,2020-06-14 01:08:52 PDT-0700,01:08:52,,,6000
zoommemes,Chris Stearns,1592164601,2020-06-14 19:56:41 PDT-0700,19:56:41,,,225
zoommemes,Devin Shepard,1592112727,2020-06-14 05:32:07 PDT-0700,05:32:07,,,6900
zoommemes,Amelia Angelina,1592928758,2020-06-23 16:12:38 PDT-0700,16:12:38,,,1000
zoommemes,The Uni Bubble,1592024310,2020-06-13 04:58:30 PDT-0700,04:58:30,When youre too scared to go to the store so you start making moonshine Edit some of yall can see the name under the blacked out bars so I guess I really didnt need to include them lol,,254
zoommemes,Kankshini Pabba,1591970655,2020-06-12 14:04:15 PDT-0700,14:04:15,Then you are stuck with that chunk that doesnt snap off ,,1300
zoommemes,Courtland Johnson,1591970704,2020-06-12 14:05:04 PDT-0700,14:05:04,,,7100
zoommemes,Maya Dorji Choeki,1591829717,2020-06-10 22:55:17 PDT-0700,22:55:17,this one goes out to everyone who went home for spring break and never came back,,7600
zoommemes,Exaucee Manishimwe,1593107458,2020-06-25 17:50:58 PDT-0700,17:50:58,I realised that I didnt need free time. Im just lazy.,,279
zoommemes,Josh Triska,1592765816,2020-06-21 18:56:56 PDT-0700,18:56:56,Who can relate ,,1400
zoommemes,Michael Worthington,1591419189,2020-06-06 04:53:09 PDT-0700,04:53:09,this is just how we greet our friends now,,9400
zoommemes,Cynthia Du,1593197848,2020-06-26 18:57:28 PDT-0700,18:57:28,,,664
zoommemes,Eric Zhang,1592867929,2020-06-22 23:18:49 PDT-0700,23:18:49,,,189
zoommemes,Tiffany Hernandez,1592766069,2020-06-21 19:01:09 PDT-0700,19:01:09,and I oop,,986
zoommemes,Jashley Nicole,1593107767,2020-06-25 17:56:07 PDT-0700,17:56:07,My last brain cell during a zoom tute,,11
zoommemes,I belong in the garbage,1593106737,2020-06-25 17:38:57 PDT-0700,17:38:57,Students quarantine situation explained in one image,,320
zoommemes,Romit Nagda,1590607128,2020-05-27 19:18:48 PDT-0700,19:18:48,excited for sports this quarantine season,,4500
zoommemes,Bharath Jaladi,1591816373,2020-06-10 19:12:53 PDT-0700,19:12:53,Struggles real.,,4100
zoommemes,Tia Mehta,1592928725,2020-06-23 16:12:05 PDT-0700,16:12:05,rave,,4200
zoommemes,Yet Another Stolen Meme Page,1592554991,2020-06-19 08:23:11 PDT-0700,08:23:11,How will they know I appreciate them,,551
zoommemes,Grace Wu,1593022102,2020-06-24 18:08:22 PDT-0700,18:08:22,People who are considering taking a gap yearsemester because of COVID<comma> what are your reasons Immunocompromised<comma> financial considerations<comma> international travel restrictions What are you planning to do on your gap yearsemester,,315
zoommemes,Bryan Rowe,1593107787,2020-06-25 17:56:27 PDT-0700,17:56:27,,,80
zoommemes,Muzammil Tariq,1593198012,2020-06-26 19:00:12 PDT-0700,19:00:12,I am pretty sure that you are using the password Coronvirus2020 somewhere,,266
zoommemes,Raymond Forbes,1592496055,2020-06-18 16:00:55 PDT-0700,16:00:55,,,688
zoommemes,Benji Bear,1592765724,2020-06-21 18:55:24 PDT-0700,18:55:24,Take rest my mate ,,4100
zoommemes,Benji Bear,1593107898,2020-06-25 17:58:18 PDT-0700,17:58:18,,,88
zoommemes,Tara Kaviani,1593107242,2020-06-25 17:47:22 PDT-0700,17:47:22,Time is but a social construct in this lawless land,,785
zoommemes,Aubree Korte,1591613627,2020-06-08 10:53:47 PDT-0700,10:53:47,,,12000
zoommemes,Andrea Torres,1592765981,2020-06-21 18:59:41 PDT-0700,18:59:41,Stay strong yall,,612
zoommemes,Jay Carmichael,1592647331,2020-06-20 10:02:11 PDT-0700,10:02:11, one squeaky clean quaranteen,,1700
zoommemes,Lisa Chau,1591707978,2020-06-09 13:06:18 PDT-0700,13:06:18,To all the homies<comma> I miss hugging you.,,4700
zoommemes,The Thunder Dungeon App,1592156735,2020-06-14 17:45:35 PDT-0700,17:45:35,Taylor Shaw,,1800
zoommemes,Danial Khan,1592279697,2020-06-16 03:54:57 PDT-0700,03:54:57,Whos tryna reach XOYO ,,13000
zoommemes,Jonathan Wong,1585842488,2020-04-02 15:48:08 PDT-0700,15:48:08, in response to a recent post asking about online games to play with friends  i made a google doc of all the webbased games i could find that were free and required minimal effort to start playing a lot of board games are on here<comma> plus card games<comma> trivia games<comma> and even websites to do jigsaw puzzles hop on zoom or discord and get playing  if you feel like ive missed any<comma> dm me... See More,https://www.facebook.com/groups/zoommemes/permalink/272208100468669/,8400
zoommemes,Cayley Ryan,1592370549,2020-06-17 05:09:09 PDT-0700,05:09:09,Preach ,,2800
zoommemes,Kishan Trivedi,1593107847,2020-06-25 17:57:27 PDT-0700,17:57:27,,,200
zoommemes,Elektra Mirzakhanian,1591759506,2020-06-10 03:25:06 PDT-0700,03:25:06,im sensitive ,,1000
zoommemes,Annie Lien,1592286808,2020-06-16 05:53:28 PDT-0700,05:53:28,Were all in this together ,,4800
zoommemes,Mark Garcia,1592402520,2020-06-17 14:02:00 PDT-0700,14:02:00,Sounds like a plan,,6700
zoommemes,Anny Arroyo Pena,1593015912,2020-06-24 16:25:12 PDT-0700,16:25:12,and here i am still pretending to be an ant,,535
zoommemes,Sabrina Kaplan,1592609884,2020-06-19 23:38:04 PDT-0700,23:38:04,,,4100
zoommemes,Varun Desai,1591816294,2020-06-10 19:11:34 PDT-0700,19:11:34,the joke is on everyone who cringed at tiktok but is now addicted to it,,3400
zoommemes,Adriel Mølina,1587969204,2020-04-27 06:33:24 PDT-0700,06:33:24,,,1400
zoommemes,Chris Mann,1592647375,2020-06-20 10:02:55 PDT-0700,10:02:55,Hello Quaranteens I made an online multiplayer game called Snatch httpswww.playsnatch.io<comma> an online variant of the fastpaced board game grabbleanagramsbananagrams. It can spice up your zoom calls  with some friendly or notsofriendly  competition. I wanted to share it with all you to play with friends if you are ever bored during quarantine. My friends have really enjoyed this game no player limit<comma> and I would appreciate all your feedback as well Right now only for desktop. And if you want to receive updatesinformation about the game<comma> like this page httpswww.facebook.comPlaySnatch112764647117901,,346
zoommemes,Nicholas Osborn,1591582218,2020-06-08 02:10:18 PDT-0700,02:10:18,,,14000
zoommemes,Aqsa Noor,1592647469,2020-06-20 10:04:29 PDT-0700,10:04:29,Early morning sunrises in summer,,2600
zoommemes,Memes,1592554424,2020-06-19 08:13:44 PDT-0700,08:13:44,,,15000
zoommemes,Aqsa Noor,1589291668,2020-05-12 13:54:28 PDT-0700,13:54:28,Hows Catch flights<comma> not feelings crew holding up,,11000
zoommemes,PakistaNow,1593022010,2020-06-24 18:06:50 PDT-0700,18:06:50,2020 is gonna get better<comma> i promise July,,64
zoommemes,Megan Katrina Edward,1592647583,2020-06-20 10:06:23 PDT-0700,10:06:23,1110,,843
zoommemes,Julia Weyn,1592647599,2020-06-20 10:06:39 PDT-0700,10:06:39,Should we be optimistic,,850
zoommemes,Sazal Basnet,1592647354,2020-06-20 10:02:34 PDT-0700,10:02:34,barely,,1000
zoommemes,Sarcasm vol.2,1587191455,2020-04-18 06:30:55 PDT-0700,06:30:55,,,5200
zoommemes,Abigail Leonita Masengi,1593106684,2020-06-25 17:38:04 PDT-0700,17:38:04,,,164
zoommemes,Hussain Abdullah,1592647249,2020-06-20 10:00:49 PDT-0700,10:00:49,Marvin Gaye playing Ive been really trying<comma> baby...,,1800
zoommemes,Kwaku Jyamfi,1592845732,2020-06-22 17:08:52 PDT-0700,17:08:52,Me after hearing the blasphemous propaganda that Fall 2020 is gonna be online.,,1200
zoommemes,Jeffrey Wang,1592647421,2020-06-20 10:03:41 PDT-0700,10:03:41,hearing other ppl move on while youre still stuck on the first question,,2000
zoommemes,Sanket Patil,1592867688,2020-06-22 23:14:48 PDT-0700,23:14:48,When Kim Kardashian shows up on Zoom to give your law school legal advice,,196
zoommemes,Megan Katrina Edward,1592845709,2020-06-22 17:08:29 PDT-0700,17:08:29,How to humiliate yourself in a group meeting of 60 people shout at your mom that youre in a meeting<comma> and realizing you didnt mute yourself ,,371
zoommemes,Rohit Ninan,1593106815,2020-06-25 17:40:15 PDT-0700,17:40:15,I havent been quarantining right,,226
zoommemes,The Critical Banter Podcast,1592766195,2020-06-21 19:03:15 PDT-0700,19:03:15,Welcome to Level 3. From ArchaeologyHistory Jokes  Puns,,930
zoommemes,Stephanie Lin,1592293991,2020-06-16 07:53:11 PDT-0700,07:53:11,Me trying to participate in class discussions,,2200
zoommemes,Hayley Mirabile,1592411678,2020-06-17 16:34:38 PDT-0700,16:34:38,For my international students,,5100
zoommemes,Darya Foroohar,1592563705,2020-06-19 10:48:25 PDT-0700,10:48:25,,,6500
zoommemes,Josué Chamberlain,1593106382,2020-06-25 17:33:02 PDT-0700,17:33:02, all the LinkedIn posts about maintaining customer retention during the pandemic,,2900
zoommemes,Work MEMES,1592554874,2020-06-19 08:21:14 PDT-0700,08:21:14,i thought my essays were due Thursday and its Thursday,,744
zoommemes,Kankshini Pabba,1592867145,2020-06-22 23:05:45 PDT-0700,23:05:45,,,1300
zoommemes,Viral Memes For Quarantined Teens,1592647431,2020-06-20 10:03:51 PDT-0700,10:03:51,,,362
zoommemes,Kent,1592370498,2020-06-17 05:08:18 PDT-0700,05:08:18,feel like pure shit just want her back,,10000
zoommemes,Rafiya Harun,1592867940,2020-06-22 23:19:00 PDT-0700,23:19:00,a visual summary of my college career as a member of the class of 2020 ,,139
zoommemes,Luis Daniel González,1592402303,2020-06-17 13:58:23 PDT-0700,13:58:23,This is life now ,,382
zoommemes,Karthik Dusi,1592292914,2020-06-16 07:35:14 PDT-0700,07:35:14,Me going out with my boo once this shitshow is over,,8000
zoommemes,Julie Huang,1593042942,2020-06-24 23:55:42 PDT-0700,23:55:42,,,786
zoommemes,Barry Frederick,1592122922,2020-06-14 08:22:02 PDT-0700,08:22:02,Oh so this is whats scheduled for June   httpswww.mirror.co.ukscienceconspiracytheoristsclaimmayancalendar22180751fbclidIwAR1ywDDUwQxIafTeInVY8ZbnyzHnyDR55rAeciaRJ2S0yxm7OE5mnKM,,2200
zoommemes,Naliyah,1592554705,2020-06-19 08:18:25 PDT-0700,08:18:25,can u believe....that june is almost over..........,,1500
zoommemes,Min Nemoy,1592867861,2020-06-22 23:17:41 PDT-0700,23:17:41,When the professor says you can take the midterm with other people,,621
zoommemes,Jeffrey Wang,1592647629,2020-06-20 10:07:09 PDT-0700,10:07:09,Putting the coke back in coke.,,5900
zoommemes,Tash Rahaman,1593106731,2020-06-25 17:38:51 PDT-0700,17:38:51,Peak quarantine activity baking an animal crossing cake,,90
zoommemes,Rushali Malatkar,1592523189,2020-06-18 23:33:09 PDT-0700,23:33:09,Idk who needs to hear this but<comma> please do not...I repeat<comma> do NOT contact that ex. Just dont. You will regret it. Thank me later ,,1700
zoommemes,Javier Vivas Jr.,1592867979,2020-06-22 23:19:39 PDT-0700,23:19:39,Me returning to my laptop after an 80 minute power nap to leave the Zoom lecture,,123
zoommemes,Emma Ratnaparkhi,1592595580,2020-06-19 19:39:40 PDT-0700,19:39:40,Hows your quarantine going ,,650
zoommemes,Marcelino Hernandez,1591775192,2020-06-10 07:46:32 PDT-0700,07:46:32,,,7500
zoommemes,Ben Klamka,1593106570,2020-06-25 17:36:10 PDT-0700,17:36:10,Wonder whats going on back in school...,,129
zoommemes,Kankshini Pabba,1593023249,2020-06-24 18:27:29 PDT-0700,18:27:29,,,4800
zoommemes,The Coronavirus Page,1592867739,2020-06-22 23:15:39 PDT-0700,23:15:39,WFH tips for productivity Get up every hour to stretch. Go for a walk inside the house. Step into the wardrobe. Eat turkish delight and help the lion defeat the witch of Narnia. Never return,,2600
zoommemes,Kelsey Yin,1593106755,2020-06-25 17:39:15 PDT-0700,17:39:15,Where is the lie,,1900
zoommemes,Ana Singh,1592244402,2020-06-15 18:06:42 PDT-0700,18:06:42,,,6000
zoommemes,Vae DeWitt,1591168362,2020-06-03 07:12:42 PDT-0700,07:12:42,Dear Quaranteens community<comma> Many of you may have noticed that we havent approved any memes or posts today. We took this momentary pause as a moderator team to reflect on the ongoing fight against systemic racism and oppression of Black communities. It would be immoral to stand by in silence and do nothing when we are able to reach and aid so many others. We stand in solidarity with our Black peers and the Black Lives Matter movement we will thus use our platform consciously ... See More,https://www.facebook.com/groups/zoommemes/permalink/336649910691154/,8700
zoommemes,Suji Kayla Shiv,1592555046,2020-06-19 08:24:06 PDT-0700,08:24:06,the only reason i wake up before noon is to check turnip prices on animal crossing,,2100
zoommemes,Danny Yim,1592201722,2020-06-15 06:15:22 PDT-0700,06:15:22,2020 cant get any worst,,6700
zoommemes,Sarah Pritchard,1592765989,2020-06-21 18:59:49 PDT-0700,18:59:49,,,12000
zoommemes,Chrishan Fernando,1586648232,2020-04-11 23:37:12 PDT-0700,23:37:12,,,13000
zoommemes,Troi Keiran,1593197823,2020-06-26 18:57:03 PDT-0700,18:57:03,,,27
zoommemes,Amelia Angelina,1592867854,2020-06-22 23:17:34 PDT-0700,23:17:34,,,1500
zoommemes,Sarcasm,1591829274,2020-06-10 22:47:54 PDT-0700,22:47:54,the graduating batch of 2020 before and after,,6500
zoommemes,Christopher Musngi,1592867476,2020-06-22 23:11:16 PDT-0700,23:11:16,,,114
zoommemes,MCA events,1593022120,2020-06-24 18:08:40 PDT-0700,18:08:40,I made this meme before graduation was cancelled<comma> dont hate me...,,766
zoommemes,Jai Dang,1592554786,2020-06-19 08:19:46 PDT-0700,08:19:46,,,3700
zoommemes,Wenna Wu,1592370482,2020-06-17 05:08:02 PDT-0700,05:08:02,,,4300
zoommemes,Folk Musician Memes,1586443397,2020-04-09 14:43:17 PDT-0700,14:43:17,,,59
zoommemes,Logan Stuart,1592595774,2020-06-19 19:42:54 PDT-0700,19:42:54,This and also food deliveries. Anyone else ,,1400
zoommemes,Chelsey Zhu,1592466212,2020-06-18 07:43:32 PDT-0700,07:43:32,,,6100
zoommemes,Candice Branella,1593107192,2020-06-25 17:46:32 PDT-0700,17:46:32,Wear a mask and wear clothes please,,67
zoommemes,The naked mole rat,1592647246,2020-06-20 10:00:46 PDT-0700,10:00:46,well too bad we cant do anything else now  whos watching seize the light,,251
zoommemes,Nguyen Nè,1592762424,2020-06-21 18:00:24 PDT-0700,18:00:24,,,18000
zoommemes,Shaey Carlo Vega,1592596148,2020-06-19 19:49:08 PDT-0700,19:49:08,global pandemic Facebook,,7600
zoommemes,Erin Nicole Hale,1591397825,2020-06-05 22:57:05 PDT-0700,22:57:05,,,12000
